نوع العقار,المدينة,الحي,الواجهة,عدد الغرف,عدد الصالات,عدد الحمامات,المساحة,مطبخ,مدخل سيارة,مصعد,الدور,عمر العقار,مؤثثة,السعر الاجمالي
شقة,الرياض, حي النرجس ,شرقية,5,1,4,141,False,False,True,أرضي,0,False,985000
شقة,الرياض, حي المغرزات ,غربية,2,2,3,158,True,True,True,أرضي,0,True,1375000
شقة,الرياض, حي الندى ,جنوبية,3,2,3,142,True,False,False,علوي,0,False,1149000
شقة,الرياض, حي الملقا ,غربية,4,1,4,135,False,False,False,أرضي,0,False,1250000
شقة,الرياض, حي حطين ,شمالية,3,2,3,146,True,False,True,علوي,10,True,1300000
شقة,الرياض, حي القيروان ,شمالية شرقية,3,1,3,147,True,True,True,ثالث,0,False,1079000
شقة,الرياض, حي النرجس ,غير معروف,3,2,3,124,False,False,True,غير معروف,0,False,859000
شقة,الرياض, الرياض ,جنوبية غربية,4,1,3,181,False,False,False,أرضي,0,False,995000
شقة,الرياض, حي القيروان ,غير معروف,3,1,3,134,True,True,False,علوي,3,False,1100000
شقة,الرياض, حي العارض ,شمالية,3,2,3,141,True,False,True,3,0,False,959000
شقة,الرياض, حي الربيع ,غير معروف,3,1,3,110,True,False,False,علوي,0,False,940000
شقة,الرياض, حي النرجس ,غير معروف,3,1,3,140,False,False,False,علوي,0,False,1250000
شقة,الرياض, حي الملقا ,شرقية,2,1,2,148,True,False,True,أرضي,0,False,1099000
شقة,الرياض, حي حطين ,شمالية غربية,2,1,2,107,True,False,False,أرضي,0,False,945000
شقة,الرياض, حي النرجس ,شرقية,3,1,3,163,True,True,True,أرضي,0,False,906000
شقة,الرياض, حي المروج ,شمالية شرقية,3,1,2,130,True,False,True,غير معروف,10,False,800000
شقة,الرياض, الرياض ,جنوبية,3,1,3,129,True,False,True,أرضي,1,False,950000
شقة,الرياض, حي النرجس ,غربية,4,1,3,160,True,False,True,3,0,False,920000
شقة,الرياض, حي الملقا ,شرقية,3,1,3,124,True,False,False,أرضي,0,False,1100000
شقة,الرياض, حي الملقا ,غير معروف,3,1,2,100,True,True,True,أرضي,0,False,1000000
شقة,الرياض, حي الوادي ,شمالية,3,1,3,141,True,False,False,أرضي,0,False,979000
شقة,الرياض, حي القيروان ,شمالية,3,2,3,141,True,False,True,3,0,False,949000
شقة,الرياض, حي النزهة ,جنوبية شرقية,3,1,3,203,True,False,False,غير معروف,8,False,1500000
شقة,الرياض, حي العارض ,غير معروف,3,2,3,138,True,False,True,علوي,0,False,895000
شقة,الرياض, حي النرجس ,غربية,4,1,4,156,False,False,False,ارضي,0,False,1000000
شقة,الرياض, الرياض ,شمالية شرقية,1,1,2,81,False,True,True,20+,3,False,1700000
شقة,الرياض, حي العارض ,غربية,4,2,3,145,False,True,True,غير معروف,0,False,920000
شقة,الرياض, حي القيروان ,غير معروف,3,1,3,130,True,False,True,علوي,0,False,960000
شقة,الرياض, حي حطين ,شمالية غربية,3,2,3,155,True,False,False,أرضي,0,False,1245000
شقة,الرياض, حي النرجس ,غير معروف,3,1,3,151,True,False,True,أرضي,0,False,846000
شقة,الرياض, حي الياسمين ,شرقية,3,1,3,129,True,True,True,3,0,False,1250000
شقة,الرياض, حي النرجس ,شمالية,4,2,4,143,True,False,False,أرضي,0,False,1570000
شقة,الرياض, حي النفل ,شرقية,3,1,3,108,True,False,False,أرضي,0,True,1550000
شقة,الرياض, حي النرجس ,شمالية غربية,3,1,3,136,False,False,False,غير معروف,0,False,1019000
شقة,الرياض, حي الملقا ,ثلاث شوارع,3,1,3,124,False,True,True,ثاني,0,False,959000
شقة,الرياض, حي الصحافة ,جنوبية,3,1,3,258,True,False,False,غير معروف,0,False,889000
شقة,الرياض, حي الملقا ,غير معروف,3,2,3,111,False,False,False,غير معروف,0,False,1150000
شقة,الرياض, حي العارض ,شمالية شرقية,3,2,3,126,True,False,False,أرضي,0,False,859000
شقة,الرياض, حي الملقا ,شرقية,3,1,3,136,True,False,True,علوي,0,False,1199000
شقة,الرياض, حي الياسمين ,شمالية,2,2,2,232,True,False,False,3,2,False,1000000
شقة,الرياض, حي القيروان ,شمالية,3,2,3,141,True,False,False,علوي,0,False,949000
شقة,الرياض, حي الملقا ,شرقية,3,1,3,114,False,False,True,أرضي,0,False,1150000
شقة,الرياض, حي المروج ,جنوبية,3,1,3,146,True,False,True,أرضي,0,False,1064000
شقة,الرياض, حي الملقا ,شرقية,3,1,3,132,True,True,True,أرضي,1,True,1300000
شقة,الرياض, حي النرجس ,ثلاث شوارع,3,1,3,167,True,True,True,علوي,0,False,1142500
شقة,الرياض, حي الملقا ,غير معروف,2,1,3,115,True,False,True,علوي,1,True,1200000
شقة,الرياض, حي العارض ,غير معروف,2,1,2,86,False,False,False,علوي,4,False,750000
شقة,الرياض, حي الياسمين ,غربية,4,3,5+,152,True,True,True,علوي,12,True,1300000
شقة,الرياض, حي الياسمين ,شرقية,3,1,2,129,True,False,False,علوي,11,False,850000
شقة,الرياض, حي النرجس ,جنوبية,2,2,3,159,True,False,True,3,0,False,850000
شقة,الرياض, حي الندى ,جنوبية,3,2,3,134,True,False,True,3,0,False,1049000
شقة,الرياض, حي النرجس ,ثلاث شوارع,2,1,3,131,True,True,True,أرضي,0,False,1127500
شقة,الرياض, حي الملقا ,غير معروف,3,1,3,147,True,False,False,علوي,0,False,1250000
شقة,الرياض, حي العارض ,شمالية,2,1,3,104,True,False,True,غير معروف,0,False,790000
شقة,الرياض, حي الملقا ,غير معروف,3,1,3,216,False,False,False,غير معروف,4,False,1700000
شقة,الرياض, حي الربيع ,جنوبية,3,2,3,264,True,False,True,3,0,False,1800000
شقة,الرياض, حي العارض ,غربية,4,1,3,160,True,True,True,علوي,0,False,990000
شقة,الرياض, حي الملقا ,شمالية,3,1,3,137,False,True,False,ثاني,3,False,1300000
شقة,الرياض, ,شمالية,4,1,4,160,True,False,False,غير معروف,0,False,1380000
شقة,الرياض, الرياض ,شمالية,3,1,2,130,True,False,False,أرضي,10,False,750000
شقة,الرياض, حي العارض ,جنوبية,4,1,3,240,True,True,True,غير معروف,0,False,1300000
شقة,الرياض, حي القيروان ,جنوبية,2,1,2,121,True,False,True,أرضي,3,False,800000
شقة,الرياض, الرياض ,غربية,4,1,4,163,True,True,True,علوي,1,False,1250000
شقة,الرياض, حي النرجس ,غير معروف,3,1,2,137,True,False,True,غير معروف,0,False,995000
شقة,الرياض, حي النرجس ,شمالية,4,1,4,189,True,False,True,علوي,0,False,1590000
شقة,الرياض, حي العارض ,جنوبية,2,2,2,203,True,True,True,3,0,False,850000
شقة,الرياض, حي النرجس ,شمالية,3,2,2,125,True,False,True,أرضي,5,True,850000
شقة,الرياض, حي المغرزات ,غربية,3,1,3,168,True,True,True,3,0,False,1130000
شقة,الرياض, حي القيروان ,غير معروف,3,1,3,228,True,False,True,3,0,True,1850000
شقة,الرياض, حي الملقا ,شمالية,3,1,2,139,False,False,False,ارضي,11,False,800000
شقة,الرياض, حي القيروان ,شمالية,3,2,3,167,True,False,True,أرضي,2,False,1000000
شقة,الرياض, الرياض ,شمالية شرقية,3,1,3,139,True,True,True,3,8,False,800000
شقة,الرياض, حي العارض ,جنوبية,3,1,3,188,False,False,False,غير معروف,0,False,1190000
شقة,الرياض, حي العارض ,جنوبية شرقية,4,1,3,168,False,False,False,أرضي,0,False,1030000
شقة,الرياض, حي الياسمين ,غربية,3,1,3,120,True,False,True,علوي,0,True,950000
شقة,الرياض, الرياض ,شرقية,3,2,3,138,True,False,True,علوي,2,False,1200000
شقة,الرياض, حي حطين ,جنوبية,3,1,3,130,True,True,True,علوي,0,False,1700000
شقة,الرياض, حي الملقا ,جنوبية غربية,3,2,5+,248,True,False,True,3,0,False,1742500
شقة,الرياض, حي المروج ,شمالية,3,1,2,130,True,True,True,علوي,6,True,750000
شقة,الرياض, حي الملقا ,شمالية,3,1,3,139,True,False,True,علوي,0,False,1150000
شقة,الرياض, الرياض ,شمالية,3,1,3,187,True,False,True,أرضي,10,False,1090000
شقة,الرياض, حي العارض ,شمالية,3,1,3,255,False,False,False,4,0,False,1150000
شقة,الرياض, حي النرجس ,غير معروف,3,1,3,137,False,False,False,أرضي,0,False,995000
شقة,الرياض, حي الملقا ,ثلاث شوارع,3,1,3,114,True,True,True,ثاني,0,True,1500000
شقة,الرياض, ,شمالية,4,1,4,236,True,False,True,علوي,7,False,1250000
شقة,الرياض, حي النرجس ,غير معروف,2,2,3,164,True,False,True,علوي,0,False,1200000
شقة,الرياض, حي الملقا ,شرقية,4,1,3,135,True,True,True,أرضي,0,True,1148000
شقة,الرياض, حي الملقا ,شمالية,4,1,4,230,True,False,False,أرضي,8,True,1650000
شقة,الرياض, حي الملك فهد ,غربية,1,1,1,43,True,False,True,علوي,1,True,1100000
شقة,الرياض, حي النخيل ,غير معروف,3,1,3,130,True,False,True,3,0,False,850000
شقة,الرياض, حي الملقا ,غير معروف,4,1,4,179,True,False,True,3,0,False,1300000
شقة,الرياض, حي النرجس ,غربية,3,2,3,143,False,False,False,علوي,0,False,917000
شقة,الرياض, حي النفل ,غربية,3,2,3,132,True,True,True,علوي,11,False,1350000
شقة,الرياض, حي العارض ,جنوبية,3,1,3,154,True,False,False,أرضي,1,False,1200000
شقة,الرياض, حي النرجس ,غير معروف,4,1,3,151,False,False,True,غير معروف,0,False,896000
شقة,الرياض, حي الفلاح ,غير معروف,3,2,3,204,True,True,True,غير معروف,11,False,1200000
شقة,الرياض, حي العارض ,شرقية,6,1,3,210,True,False,True,3,0,True,1200000
شقة,الرياض, حي الندى ,غير معروف,2,1,2,106,True,False,True,أرضي,1,True,1150000
شقة,الرياض, حي العارض ,غربية,3,1,3,160,False,False,False,غير معروف,0,False,950000
شقة,الرياض, حي الملقا ,شمالية,3,1,3,166,False,True,True,علوي,0,False,1350000
شقة,الرياض, حي النرجس ,جنوبية,4,1,3,138,True,False,True,غير معروف,0,False,840000
شقة,الرياض, حي الملقا ,غير معروف,4,1,3,126,True,True,True,علوي,7,False,900000
شقة,الرياض, الرياض ,ثلاث شوارع,2,1,2,151,True,False,True,علوي,0,False,896000
شقة,الرياض, الرياض ,جنوبية,4,2,3,137,False,True,True,علوي,0,False,900000
شقة,الرياض, حي الملقا ,شمالية,3,1,3,132,True,False,True,أرضي,4,True,1200000
شقة,الرياض, حي العارض ,غير معروف,2,1,3,103,True,False,False,أرضي,0,False,852833
شقة,الرياض, حي المغرزات ,شرقية,1,2,2,137,True,True,True,3,0,False,1030000
شقة,الرياض, حي العارض ,جنوبية,2,1,3,101,False,True,True,غير معروف,0,False,770000
شقة,الرياض, حي المرسلات ,غير معروف,3,2,3,128,False,False,True,علوي,0,False,1400000
شقة,الرياض, حي حطين ,جنوبية شرقية,3,1,3,149,False,False,True,علوي,0,False,1600000
شقة,الرياض, الرياض ,شمالية,4,2,4,190,True,False,True,3,0,True,1750000
شقة,الرياض, حي النزهة ,غربية,3,0,3,238,True,False,True,4,0,False,1280000
شقة,الرياض, حي المروج ,شمالية شرقية,3,0,2,130,True,False,False,علوي,10,False,750000
شقة,الرياض, حي النرجس ,غير معروف,3,1,3,142,True,True,True,غير معروف,1,True,1000000
شقة,الرياض, حي النرجس ,شمالية,4,1,3,150,True,True,True,ثاني,0,False,1050000
شقة,الرياض, حي النرجس ,شمالية,4,1,3,150,False,False,True,3,0,False,1050000
شقة,الرياض, حي الملقا ,شمالية,3,1,3,185,True,True,True,علوي,11,False,1850000
شقة,الرياض, حي الملقا ,جنوبية شرقية,3,1,4,108,True,True,True,أرضي,0,True,1225000
شقة,الرياض, حي الياسمين ,غير معروف,3,1,3,129,False,True,True,علوي,0,False,1250000
شقة,الرياض, حي الملقا ,غير معروف,3,1,3,168,True,False,False,علوي,0,False,1350000
شقة,الرياض, الرياض ,جنوبية غربية,3,1,3,111,False,False,False,3,0,False,886000
شقة,الرياض, حي الملقا ,جنوبية,3,2,3,125,True,False,True,علوي,7,False,1000000
شقة,الرياض, حي النرجس ,جنوبية,3,1,4,106,True,False,False,أرضي,0,False,880000
شقة,الرياض, حي النرجس ,غير معروف,2,1,2,106,True,False,False,أرضي,0,False,900000
شقة,الرياض, حي النرجس ,شمالية,3,1,3,120,False,True,False,أرضي,0,False,909000
شقة,الرياض, الرياض ,شرقية,4,1,5+,143,True,True,True,علوي,0,False,1000000
شقة,الرياض, حي النرجس ,جنوبية,4,1,3,254,True,False,True,أرضي,0,False,979000
شقة,الرياض, حي النرجس ,ثلاث شوارع,4,1,3,150,True,True,True,علوي,1,False,1150000
شقة,الرياض, حي النرجس ,شرقية,4,2,5+,214,True,True,True,3,0,False,1385000
شقة,الرياض, حي الملقا ,غير معروف,3,2,3,118,False,False,False,غير معروف,0,False,1090000
شقة,الرياض, حي الملقا ,غير معروف,3,1,3,130,True,True,True,أرضي,0,False,880000
شقة,الرياض, حي النرجس ,غير معروف,3,1,3,150,False,True,True,علوي,0,False,850000
شقة,الرياض, حي الندى ,غير معروف,2,1,2,101,True,True,True,3,1,True,1150000
شقة,الرياض, حي الياسمين ,غير معروف,2,2,3,130,True,False,True,3,0,True,950000
شقة,الرياض, حي الوادي ,غير معروف,3,1,3,158,False,False,True,علوي,0,False,1119000
شقة,الرياض, حي الملقا ,جنوبية شرقية,5,1,4,132,True,True,True,أرضي,0,True,1281250
شقة,الرياض, حي النرجس ,جنوبية,3,1,3,134,True,False,True,علوي,0,False,900000
شقة,الرياض, حي النخيل ,غير معروف,3,1,2,159,True,False,True,أرضي,0,False,1400000
شقة,الرياض, حي حطين ,غير معروف,3,1,4,166,True,False,True,أرضي,0,False,1299000
شقة,الرياض, حي النرجس ,غير معروف,2,1,3,117,True,False,True,علوي,0,True,900000
شقة,الرياض, حي النرجس ,شمالية,4,1,3,119,False,False,True,غير معروف,0,False,769000
شقة,الرياض, شارع عبدالله بن العاص ,جنوبية شرقية,3,2,3,219,True,False,True,3,0,False,1350000
شقة,الرياض, الرياض ,غربية,2,2,2,90,True,True,True,علوي,0,True,850000
شقة,الرياض, حي النرجس ,شمالية غربية,3,1,3,145,True,True,False,ارضي,0,False,1099000
شقة,الرياض, حي القيروان ,غير معروف,3,2,3,127,True,False,False,غير معروف,2,False,1400000
شقة,الرياض, حي الملقا ,غير معروف,2,1,3,111,True,True,True,أرضي,0,True,1250000
شقة,الرياض, حي النرجس ,جنوبية,3,1,3,125,True,True,True,أرضي,0,False,1150000
شقة,الرياض, حي الياسمين ,شرقية,3,1,3,140,True,True,True,علوي,0,False,1249000
شقة,الرياض, حي الملقا ,غير معروف,3,1,3,196,True,False,False,علوي,0,False,1550000
شقة,الرياض, حي النرجس ,غير معروف,3,1,3,137,True,False,True,علوي,0,False,995000
شقة,الرياض, حي النرجس ,شمالية,3,1,3,307,False,False,False,ثالث,0,False,1049000
شقة,الرياض, حي العارض ,غربية,3,1,3,109,True,True,True,علوي,0,False,890000
شقة,الرياض, حي المصيف ,غير معروف,3,1,3,161,False,False,False,غير معروف,0,False,1350000
شقة,الرياض, حي النرجس ,جنوبية شرقية,2,1,2,130,False,False,True,غير معروف,0,False,782000
شقة,الرياض, حي النرجس ,شرقية,3,1,3,142,True,False,False,ثالث,0,False,970000
شقة,الرياض, حي العارض ,شرقية,3,1,4,200,False,False,True,أرضي,0,False,1200000
شقة,الرياض, الرياض ,غير معروف,3,1,3,141,True,False,False,أرضي,0,False,979000
شقة,الرياض, حي الملقا ,شمالية غربية,4,1,3,124,False,False,True,غير معروف,0,False,959000
شقة,الرياض, حي الملقا ,شمالية,4,1,4,230,True,False,False,أرضي,8,True,1650000
شقة,الرياض, حي العقيق ,غير معروف,3,2,3,123,True,False,True,أرضي,11,False,700000
شقة,الرياض, حي النرجس ,جنوبية,3,1,3,135,False,False,True,أرضي,0,False,920000
شقة,الرياض, حي النرجس ,غير معروف,3,1,3,130,True,False,True,3,0,False,850000
شقة,الرياض, حي العارض ,شمالية,3,2,4,178,True,False,True,أرضي,7,True,1200000
شقة,الرياض, حي الوادي ,غير معروف,3,1,3,158,False,False,False,علوي,0,False,1119000
شقة,الرياض, حي المروج ,غربية,2,1,3,182,True,True,True,3,0,True,1390000
شقة,الرياض, حي النزهة ,جنوبية,2,1,3,125,True,True,False,اول,4,False,1150000
شقة,الرياض, حي الملقا ,غير معروف,5,2,4,216,True,True,True,علوي,4,False,1700000
شقة,الرياض, حي النرجس ,غير معروف,2,1,3,151,True,False,True,أرضي,0,False,896000
شقة,الرياض, حي الملقا ,غير معروف,4,1,3,143,True,True,True,أرضي,2,True,1200000
شقة,الرياض, الرياض ,غير معروف,3,1,3,250,True,False,True,علوي,2,False,1200000
شقة,الرياض, حي النفل ,شمالية,4,1,4,131,False,True,True,ثاني,1,False,1150000
شقة,الرياض, حي الملقا ,جنوبية,3,1,4,174,False,False,True,علوي,0,False,1400000
شقة,الرياض, حي الندى ,غير معروف,3,1,3,126,True,False,True,أرضي,3,False,1100000
شقة,الرياض, حي حطين ,شمالية غربية,3,2,3,298,True,False,False,علوي,0,False,1459000
شقة,الرياض, حي العارض ,غير معروف,3,2,3,176,True,True,False,علوي,1,False,1190000
شقة,الرياض, حي النرجس ,غير معروف,4,1,4,210,False,False,True,أرضي,0,False,1200000
شقة,الرياض, حي الملقا ,غربية,3,2,3,175,True,True,True,أرضي,4,False,1150000
شقة,الرياض, حي الملقا ,شمالية,3,2,4,135,True,False,True,علوي,0,False,1250000
شقة,الرياض, حي النرجس ,ثلاث شوارع,2,1,3,129,True,True,True,3,0,False,1496500
شقة,الرياض, حي النرجس ,جنوبية شرقية,2,1,3,170,True,False,True,غير معروف,0,False,930000
شقة,الرياض, حي الملقا ,جنوبية,1,0,3,125,False,False,False,غير معروف,8,False,1100000
شقة,الرياض, حي الياسمين ,ثلاث شوارع,2,1,2,100,True,True,False,ثاني,2,False,745000
شقة,الرياض, حي الندى ,جنوبية,3,2,3,191,True,False,True,أرضي,0,False,1259000
شقة,الرياض, حي الندى ,جنوبية,3,2,3,143,True,True,True,علوي,0,False,1189000
شقة,الرياض, حي العليا ,شرقية,1,1,2,92,True,True,True,علوي,11,True,2100000
شقة,الرياض, حي الملقا ,شرقية,3,1,3,190,True,True,True,علوي,0,False,1300000
شقة,الرياض, الرياض ,شمالية,1,1,2,89,True,True,False,20+,9,True,1680000
شقة,الرياض, حي الملقا ,شمالية,3,1,3,125,True,True,True,علوي,8,False,900000
شقة,الرياض, حي الملقا ,جنوبية,4,2,4,134,True,True,True,أرضي,0,True,1250000
شقة,الرياض, حي الصحافة ,غربية,4,0,3,171,True,False,True,20+,0,False,1600000
شقة,الرياض, حي مطار الملك خالد الدولي ,غير معروف,4,2,3,180,True,True,False,3,0,False,2900000
شقة,الرياض, الرياض ,غير معروف,3,1,3,101,True,True,True,علوي,1,False,1400000
شقة,الرياض, حي التعاون ,جنوبية,3,1,3,125,True,False,True,علوي,3,False,1100000
شقة,الرياض, حي الملقا ,غير معروف,4,1,2,152,True,False,True,3,10,False,900000
شقة,الرياض, حي النرجس ,غير معروف,3,2,3,167,True,False,True,علوي,0,False,1200000
شقة,الرياض, حي الملقا ,غربية,3,1,2,176,True,True,True,علوي,0,True,850000
شقة,الرياض, حي المروج ,غير معروف,2,1,2,120,True,False,True,علوي,11,False,800000
شقة,الرياض, حي حطين ,شمالية,4,1,3,156,True,True,False,ارضي,9,False,1200000
شقة,الرياض, حي الملقا ,غربية,3,1,3,143,True,True,True,أرضي,5,False,1200000
شقة,الرياض, حي الياسمين ,جنوبية,3,1,4,144,True,False,True,أرضي,1,False,1200000
شقة,الرياض, حي الملقا ,شمالية,3,1,2,139,True,False,True,علوي,8,True,850000
شقة,الرياض, حي النرجس ,غربية,2,1,3,100,True,False,True,3,0,True,1150000
شقة,الرياض, حي الصحافة ,غير معروف,3,1,3,201,True,False,True,علوي,9,False,1100000
شقة,الرياض, حي المروج ,غير معروف,3,1,3,127,True,False,True,3,0,True,1600000
شقة,الرياض, حي الملقا ,غربية,3,1,3,158,True,False,True,علوي,0,False,1398000
شقة,الرياض, حي القيروان ,غير معروف,2,1,3,120,True,False,True,علوي,0,False,925000
شقة,الرياض, حي الملقا ,شمالية,4,1,3,104,True,False,False,أرضي,0,False,1100000
