نوع العقار,المدينة,الحي,الواجهة,عدد الغرف,عدد الصالات,عدد الحمامات,عرض الشارع,المساحة,درج صالة,مطبخ,غرفة خادمة,غرفة سائق,ملحق,حوش,مسبح,قبو,مدخل سيارة,مصعد,السعر الاجمالي,السعر المربع
فيلا,الرياض, حي القادسية ,غربية,5,2,5,0.0,275.0,1,1,1,0,0,1,0,0,1,0,1580000.0,5745.454545454545
فيلا,الرياض, حي القادسية ,شمالية شرقية,5,2,5,15.0,750.0,1,1,1,1,1,1,0,0,1,0,6500000.0,8666.666666666666
فيلا,الرياض, حي المونسية ,شمالية,0,0,0,0.0,310.0,0,0,0,0,0,0,0,0,0,0,2350000.0,7580.645161290323
فيلا,الرياض, حي الملك فيصل ,شمالية,0,0,0,0.0,300.0,0,0,0,0,0,0,0,0,0,0,1950000.0,6500.0
فيلا,الرياض, حي اشبيلية ,جنوبية,5,3,5,0.0,345.0,1,1,1,0,0,0,0,0,1,0,2500000.0,7246.376811594203
فيلا,الرياض, الرياض ,شمالية غربية,6,1,4,0.0,276.0,1,1,1,0,1,1,0,0,1,0,1160000.0,4202.898550724638
فيلا,الرياض, حي السعادة ,شرقية,7,5,5,0.0,1320.0,0,1,1,0,1,1,0,0,1,0,3070000.0,2325.757575757576
فيلا,الرياض, حي الحمراء ,جنوبية,7,4,5,0.0,580.0,1,1,1,1,1,1,1,0,1,1,5400000.0,9310.344827586207
فيلا,الرياض, حي المونسية ,شرقية,0,0,0,0.0,312.0,0,0,0,0,0,0,0,0,0,0,2800000.0,8974.358974358975
فيلا,الرياض, حي المونسية ,جنوبية,5,3,5,0.0,342.0,0,1,0,0,0,0,0,0,0,0,2100000.0,6140.350877192983
فيلا,الرياض, حي اليرموك ,جنوبية,4,2,4,0.0,250.0,1,0,0,0,1,1,0,0,1,0,2000000.0,8000.0
فيلا,الرياض, حي النهضة ,شرقية,5,3,5,5.0,360.0,1,1,1,1,1,1,0,0,1,0,1900000.0,5277.777777777777
فيلا,الرياض, حي المعيزيلة ,شمالية,5,2,5,0.0,270.0,1,1,1,0,1,1,0,0,1,0,1550000.0,5740.740740740741
فيلا,الرياض, حي النسيم الشرقي ,جنوبية شرقية,5,3,5,0.0,992.0,1,1,1,1,1,1,0,0,1,0,4500000.0,4536.290322580645
فيلا,الرياض, حي المونسية ,جنوبية غربية,5,2,5,0.0,480.0,0,1,0,0,0,0,0,0,0,0,5000000.0,10416.666666666666
فيلا,الرياض, حي المونسية ,شمالية,4,2,5,0.0,312.0,1,1,1,0,1,1,0,0,1,1,2350000.0,7532.051282051282
فيلا,الرياض, شارع ابراهيم القيسي ,جنوبية,5,1,4,0.0,300.0,0,1,1,1,1,0,1,0,1,0,2900000.0,9666.666666666666
فيلا,الرياض, حي المونسية ,غربية,0,0,0,0.0,300.0,0,0,0,0,0,0,0,0,0,0,3000000.0,10000.0
فيلا,الرياض, حي المونسية ,غربية,4,2,4,0.0,300.0,1,1,1,0,1,1,0,0,1,1,2300000.0,7666.666666666667
فيلا,الرياض, الرياض ,شمالية غربية,6,1,4,0.0,276.0,1,1,1,0,1,1,0,0,1,0,1160000.0,4202.898550724638
فيلا,الرياض, حي المونسية ,شرقية,7,3,5,20.0,308.0,1,1,1,0,1,1,0,0,1,1,2600000.0,8441.558441558442
فيلا,الرياض, حي الحمراء ,غربية,5,3,5,0.0,300.0,1,1,1,1,0,1,0,0,1,1,2700000.0,9000.0
فيلا,الرياض, حي الحمراء ,جنوبية,7,4,5,0.0,580.0,1,1,1,1,1,1,1,0,1,1,5400000.0,9310.344827586207
فيلا,الرياض, حي القدس ,شمالية,4,2,5,0.0,450.0,1,1,1,1,0,1,0,1,1,0,3000000.0,6666.666666666667
فيلا,الرياض, حي الرمال ,غربية,6,0,5,0.0,280.0,1,0,1,0,0,0,0,0,0,0,1550000.0,5535.714285714285
فيلا,الرياض, حي الرمال ,شمالية,4,5,4,0.0,281.0,1,1,1,1,0,1,0,0,1,0,1500000.0,5338.078291814946
فيلا,الرياض, حي الازدهار ,جنوبية,5,3,5,0.0,350.0,1,1,1,1,0,1,1,1,0,0,3000000.0,8571.42857142857
فيلا,الرياض, حي البيان ,شمالية غربية,0,0,0,0.0,602.0,0,0,0,0,0,0,0,0,0,0,1637000.0,2719.2691029900334
فيلا,الرياض, الرياض ,غربية,5,2,5,0.0,224.0,0,1,1,0,1,1,0,0,1,0,1050000.0,4687.5
فيلا,الرياض, حي قرطبة ,شمالية,0,0,0,0.0,225.0,0,0,0,0,0,0,0,0,0,0,2350000.0,10444.444444444445
فيلا,الرياض, حي المعيزلة ,غربية,5,2,5,0.0,600.0,1,1,0,0,0,0,0,0,1,0,3000000.0,5000.0
فيلا,الرياض, الرياض ,غربية,5,3,5,0.0,300.0,1,1,1,0,1,1,0,0,1,1,2300000.0,7666.666666666667
فيلا,الرياض, حي الجزيرة ,شمالية,5,1,5,20.0,484.0,0,1,1,1,1,1,0,0,0,0,2250000.0,4648.760330578512
فيلا,الرياض, حي القادسية ,شمالية,7,1,5,15.0,420.0,0,1,1,0,0,1,0,0,1,1,2350000.0,5595.238095238095
فيلا,الرياض, حي الرمال ,جنوبية,5,3,5,0.0,387.0,1,1,1,1,1,1,0,0,1,0,1900000.0,4909.5607235142115
فيلا,الرياض, حي الرمال ,شمالية شرقية,6,2,5,0.0,404.0,1,0,0,1,1,1,0,1,1,1,2100000.0,5198.019801980198
فيلا,الرياض, حي الاندلس ,شمالية,6,4,5,12.0,750.0,1,1,1,1,1,1,0,0,1,0,3300000.0,4400.0
فيلا,الرياض, الرياض ,شرقية,3,0,5,10.0,484.0,0,1,0,0,0,0,0,0,0,0,1670000.0,3450.413223140496
فيلا,الرياض, حي المعيزلة ,شمالية,0,0,0,0.0,270.0,0,0,0,0,0,0,0,0,0,0,1550000.0,5740.740740740741
فيلا,الرياض, حي المونسية ,جنوبية,5,2,5,15.0,250.0,1,1,1,0,1,1,0,0,1,0,1750000.0,7000.0
فيلا,الرياض, حي الرمال ,جنوبية شرقية,0,0,0,0.0,297.0,0,0,0,0,0,0,0,0,0,0,1950000.0,6565.656565656565
فيلا,الرياض, حي المونسية ,جنوبية,7,3,5,0.0,250.0,1,1,1,1,1,1,0,0,1,0,1400000.0,5600.0
فيلا,الرياض, الرياض ,شمالية,4,1,4,40.0,236.0,1,1,0,0,1,1,0,0,0,0,1070000.0,4533.8983050847455
فيلا,الرياض, حي النهضة ,غربية,5,1,4,0.0,417.0,0,1,0,1,1,1,0,0,1,0,2500000.0,5995.2038369304555
فيلا,الرياض, حي الرمال ,شمالية,7,1,5,15.0,250.0,1,1,0,0,1,1,0,0,1,0,1280000.0,5120.0
فيلا,الرياض, حي النسيم الغربي ,جنوبية,5,2,5,12.0,250.0,1,1,0,0,1,1,0,0,1,0,1250000.0,5000.0
فيلا,الرياض, الرياض ,غربية,0,0,0,0.0,600.0,0,0,0,0,0,0,0,0,0,0,3000000.0,5000.0
فيلا,الرياض, حي الرمال ,شمالية,4,1,4,0.0,230.0,1,0,1,0,0,1,0,0,1,0,1300000.0,5652.173913043478
فيلا,الرياض, الرياض ,شمالية,5,3,5,5.0,312.0,1,1,1,0,0,1,0,0,1,1,2300000.0,7371.794871794872
فيلا,الرياض, الرياض ,شمالية غربية,5,2,4,18.0,354.0,0,1,1,1,1,1,0,0,1,0,1800000.0,5084.745762711865
فيلا,الرياض, حي الاندلس ,جنوبية غربية,5,2,5,15.0,570.0,1,1,1,1,1,1,0,0,1,0,2200000.0,3859.6491228070176
فيلا,الرياض, حي البيان ,شرقية,0,0,0,0.0,276.0,0,0,0,0,0,0,0,0,0,0,1500000.0,5434.782608695652
فيلا,الرياض, حي الرمال ,شرقية,5,4,5,0.0,430.0,0,1,0,0,1,1,0,0,1,0,2870000.0,6674.418604651163
فيلا,الرياض, حي النهضة ,غربية,7,4,5,20.0,375.0,1,1,1,1,1,1,0,0,1,1,2200000.0,5866.666666666667
فيلا,الرياض, حي المنار ,شمالية,7,2,5,20.0,250.0,1,1,1,1,0,1,0,0,1,0,1500000.0,6000.0
فيلا,الرياض, حي المنار ,شمالية,3,0,3,0.0,600.0,1,0,0,0,0,0,0,0,0,0,2750000.0,4583.333333333333
فيلا,الرياض, حي الجنادرية ,جنوبية,7,0,5,0.0,200.0,0,1,0,0,0,0,0,0,1,1,1100000.0,5500.0
فيلا,الرياض, حي الرمال ,جنوبية,5,2,5,0.0,250.0,1,1,1,0,1,1,0,0,1,0,1300000.0,5200.0
فيلا,الرياض, الرياض ,شرقية,4,2,4,0.0,390.0,1,1,1,0,1,1,0,0,1,0,1900000.0,4871.794871794872
فيلا,الرياض, حي الريان ,جنوبية,5,2,5,15.0,390.0,1,0,1,0,1,1,0,0,1,0,3000000.0,7692.307692307692
فيلا,الرياض, حي الجنادرية ,شمالية,5,2,5,15.0,270.0,1,1,1,0,0,1,0,0,1,0,1000000.0,3703.703703703704
فيلا,الرياض, الرياض ,جنوبية غربية,5,1,4,0.0,264.0,1,0,1,0,1,1,0,0,1,1,2150000.0,8143.939393939394
فيلا,الرياض, حي الحمراء ,غربية,0,0,0,0.0,375.0,0,0,0,0,0,0,0,0,0,0,3500000.0,9333.333333333334
فيلا,الرياض, حي الصفا ,غربية,7,4,5,0.0,750.0,0,1,0,0,0,1,0,0,0,0,2700000.0,3600.0
فيلا,الرياض, حي الاندلس ,جنوبية,7,3,5,0.0,375.0,1,0,0,0,0,0,0,0,1,1,3300000.0,8800.0
فيلا,الرياض, حي الريان ,جنوبية,5,2,5,15.0,390.0,1,0,1,0,1,1,0,0,1,0,3000000.0,7692.307692307692
فيلا,الرياض, حي اليرموك ,شمالية,6,2,5,15.0,312.0,1,1,1,0,1,1,0,0,1,0,2500000.0,8012.820512820513
فيلا,الرياض, الرياض ,جنوبية,5,3,5,0.0,630.0,1,1,1,1,1,1,1,0,1,0,4300000.0,6825.396825396825
فيلا,الرياض, حي الصفا ,غربية,7,4,5,0.0,750.0,0,1,0,0,0,1,0,0,0,0,2700000.0,3600.0
فيلا,الرياض, حي الجنادرية ,غربية,7,4,5,20.0,360.0,1,1,0,0,1,1,0,0,1,1,1600000.0,4444.444444444444
فيلا,الرياض, حي الخليج ,شرقية,5,2,5,20.0,325.0,1,1,0,0,1,0,0,0,1,0,2000000.0,6153.846153846154
فيلا,الرياض, حي الريان ,شرقية,7,4,5,15.0,625.0,1,1,1,1,1,1,0,0,1,0,3200000.0,5120.0
فيلا,الرياض, حي القدس ,جنوبية,5,2,5,0.0,500.0,1,0,1,1,0,0,0,0,0,0,2500000.0,5000.0
فيلا,الرياض, حي السلام ,شرقية,5,1,5,0.0,250.0,1,0,1,0,0,1,0,0,0,0,2200000.0,8800.0
فيلا,الرياض, الرياض ,شمالية,4,1,4,0.0,600.0,1,0,0,0,0,0,0,0,0,0,2750000.0,4583.333333333333
فيلا,الرياض, حي الملك فيصل ,جنوبية,4,1,4,0.0,250.0,1,1,1,1,1,1,0,0,1,1,1900000.0,7600.0
فيلا,الرياض, حي الرمال ,شمالية,4,2,4,25.0,205.0,0,1,0,0,0,1,0,0,1,0,1250000.0,6097.5609756097565
فيلا,الرياض, حي الرمال ,جنوبية,7,2,5,0.0,662.0,1,1,1,0,1,0,0,0,1,0,3000000.0,4531.722054380664
فيلا,الرياض, حي النهضة ,غربية,2,2,3,0.0,375.0,1,1,0,0,0,0,0,0,0,1,2250000.0,6000.0
فيلا,الرياض, حي الروضة ,غربية,7,2,5,0.0,355.0,1,1,1,0,0,1,0,0,1,1,2600000.0,7323.943661971831
فيلا,الرياض, حي الرمال ,شمالية,0,0,0,0.0,651.0,0,0,0,0,0,0,0,0,0,0,5000000.0,7680.491551459293
فيلا,الرياض, حي الرمال ,شمالية,7,3,5,20.0,950.0,1,1,1,0,1,1,0,0,1,1,4400000.0,4631.578947368421
فيلا,الرياض, حي المونسية ,شمالية,7,3,5,20.0,362.0,0,1,0,1,1,1,0,0,1,0,2350000.0,6491.712707182321
فيلا,الرياض, حي النهضة ,غربية,5,3,5,15.0,275.0,1,1,1,0,0,1,0,0,1,0,1800000.0,6545.454545454545
فيلا,الرياض, حي النظيم ,جنوبية,3,1,4,15.0,375.0,0,1,0,0,1,0,0,0,1,0,1050000.0,2800.0
فيلا,الرياض, حي الرمال ,جنوبية,7,3,5,0.0,319.0,1,1,1,0,1,1,0,0,1,0,2100000.0,6583.0721003134795
فيلا,الرياض, حي الرمال ,جنوبية,0,0,0,0.0,651.0,0,0,0,0,0,0,0,0,0,0,5000000.0,7680.491551459293
فيلا,الرياض, الرياض ,غربية,0,0,0,0.0,371.0,0,0,0,0,0,0,0,0,0,0,1800000.0,4851.752021563342
فيلا,الرياض, حي البيان ,جنوبية,7,2,5,0.0,329.0,1,1,1,0,1,1,0,0,1,0,1650000.0,5015.197568389058
فيلا,الرياض, حي القادسية ,جنوبية,6,2,5,0.0,365.0,1,0,0,0,0,0,0,0,1,0,2300000.0,6301.369863013699
فيلا,الرياض, حي الرمال ,جنوبية,4,2,4,0.0,338.0,1,1,1,1,1,1,0,0,1,0,1270000.0,3757.396449704142
فيلا,الرياض, حي الحمراء ,جنوبية,5,2,1,0.0,750.0,1,1,1,1,1,1,0,0,1,0,4000000.0,5333.333333333333
فيلا,الرياض, حي الشرق ,جنوبية,0,0,0,0.0,259.0,0,0,0,0,0,0,0,0,0,0,1450000.0,5598.455598455598
فيلا,الرياض, حي المونسية ,شمالية,7,3,5,20.0,362.0,0,1,0,1,1,1,0,0,1,0,2350000.0,6491.712707182321
فيلا,الرياض, حي المونسية ,جنوبية,7,4,5,0.0,580.0,1,1,1,1,1,1,1,0,1,1,5500000.0,9482.758620689656
فيلا,الرياض, حي البيان ,شرقية,4,2,5,15.0,435.0,1,1,1,1,0,1,1,0,1,0,1600000.0,3678.1609195402298
فيلا,الرياض, حي الرمال ,جنوبية,5,2,5,0.0,259.0,1,1,1,0,1,1,0,0,1,0,1470000.0,5675.675675675676
فيلا,الرياض, حي السعادة ,غربية,5,2,5,15.0,312.0,1,1,0,0,1,1,0,0,1,1,1550000.0,4967.948717948718
فيلا,الرياض, الرياض ,شرقية,5,2,3,20.0,376.0,1,1,0,1,0,1,0,0,1,1,2760000.0,7340.425531914893
فيلا,الرياض, حي النهضة ,شمالية,7,2,4,0.0,300.0,1,1,1,0,0,1,0,0,1,0,1900000.0,6333.333333333333
فيلا,الرياض, الرياض ,شمالية,5,2,3,0.0,275.0,1,0,1,0,0,0,0,0,1,1,1825000.0,6636.363636363636
فيلا,الرياض, حي المونسية ,غربية,4,0,3,20.0,252.0,0,1,0,0,0,1,0,0,0,0,1580000.0,6269.841269841269
فيلا,الرياض, حي الخليج ,غربية,5,2,4,0.0,324.0,1,1,1,1,1,1,0,0,1,0,2200000.0,6790.123456790124
فيلا,الرياض, حي المونسية ,غربية,5,3,5,0.0,300.0,1,1,1,0,1,1,0,0,1,0,2300000.0,7666.666666666667
فيلا,الرياض, الرياض ,جنوبية,0,0,0,0.0,359.0,0,0,0,0,0,0,0,0,0,0,1650000.0,4596.100278551532
فيلا,الرياض, حي المعيزلة ,شمالية,5,2,5,17.0,595.0,1,1,1,1,1,1,0,0,1,0,2500000.0,4201.680672268908
فيلا,الرياض, حي الملك فيصل ,شمالية,0,0,0,0.0,300.0,0,0,0,0,0,0,0,0,0,0,1950000.0,6500.0
فيلا,الرياض, الرياض ,غربية,7,2,5,18.0,325.0,1,1,1,0,1,1,0,0,1,0,1650000.0,5076.923076923077
فيلا,الرياض, حي الحمراء ,غربية,7,3,5,25.0,618.0,1,1,1,1,1,1,1,0,1,1,5500000.0,8899.676375404531
فيلا,الرياض, الرياض ,جنوبية غربية,5,1,4,0.0,264.0,1,0,1,0,1,1,0,0,1,1,2150000.0,8143.939393939394
فيلا,الرياض, الرياض ,شمالية,5,3,5,5.0,312.0,1,1,1,0,0,1,0,0,1,1,2300000.0,7371.794871794872
فيلا,الرياض, حي الرمال ,شرقية,5,4,5,0.0,430.0,0,1,0,0,1,1,0,0,1,0,2870000.0,6674.418604651163
فيلا,الرياض, الرياض ,جنوبية,6,0,4,0.0,375.0,1,1,0,0,1,1,0,0,1,1,2000000.0,5333.333333333333
فيلا,الرياض, حي البيان ,شرقية,0,0,0,0.0,276.0,0,0,0,0,0,0,0,0,0,0,1500000.0,5434.782608695652
فيلا,الرياض, حي الاندلس ,جنوبية غربية,5,2,5,15.0,570.0,1,1,1,1,1,1,0,0,1,0,2200000.0,3859.6491228070176
فيلا,الرياض, حي الرمال ,جنوبية,5,2,5,0.0,250.0,1,1,1,0,1,1,0,0,1,0,1300000.0,5200.0
فيلا,الرياض, حي الجنادرية ,شمالية,5,2,5,15.0,270.0,1,1,1,0,0,1,0,0,1,0,1000000.0,3703.703703703704
فيلا,الرياض, حي المنار ,شمالية,7,2,5,20.0,250.0,1,1,1,1,0,1,0,0,1,0,1500000.0,6000.0
فيلا,الرياض, حي الرمال ,شمالية,4,1,4,0.0,230.0,1,0,1,0,0,1,0,0,1,0,1300000.0,5652.173913043478
فيلا,الرياض, حي الرمال ,شمالية,6,1,3,15.0,400.0,0,1,0,1,1,1,0,0,1,0,2650000.0,6625.0
فيلا,الرياض, حي الريان ,جنوبية,5,2,5,15.0,390.0,1,0,1,0,1,1,0,0,1,0,3000000.0,7692.307692307692
فيلا,الرياض, حي الجنادرية ,غربية,7,4,5,20.0,360.0,1,1,0,0,1,1,0,0,1,1,1600000.0,4444.444444444444
فيلا,الرياض, الرياض ,جنوبية,5,3,5,0.0,630.0,1,1,1,1,1,1,1,0,1,0,4300000.0,6825.396825396825
فيلا,الرياض, حي اليرموك ,شمالية,6,2,5,15.0,312.0,1,1,1,0,1,1,0,0,1,0,2500000.0,8012.820512820513
فيلا,الرياض, حي الريان ,شرقية,7,4,5,15.0,625.0,1,1,1,1,1,1,0,0,1,0,3200000.0,5120.0
فيلا,الرياض, حي الشرق ,جنوبية,7,3,5,0.0,360.0,1,1,1,0,1,1,0,0,1,0,1900000.0,5277.777777777777
فيلا,الرياض, حي اشبيلية ,شمالية,6,2,4,0.0,500.0,0,1,0,0,1,1,0,0,0,0,2850000.0,5700.0
فيلا,الرياض, حي الرمال ,جنوبية,5,2,5,0.0,312.0,1,1,1,0,0,0,0,0,1,0,1800000.0,5769.2307692307695
فيلا,الرياض, الرياض ,شمالية غربية,0,0,0,0.0,302.0,0,0,0,0,0,0,0,0,0,0,1650000.0,5463.576158940397
فيلا,الرياض, حي المعيزلة ,شرقية,6,4,5,0.0,600.0,1,1,1,1,0,1,0,0,1,0,3200000.0,5333.333333333333
فيلا,الرياض, حي المعيزلة ,غربية,7,3,4,0.0,480.0,0,0,0,1,0,1,1,0,1,0,2000000.0,4166.666666666667
فيلا,الرياض, حي الرمال ,شمالية غربية,1,0,5,0.0,30201.0,0,1,1,1,1,1,0,0,1,0,1650000.0,54.63395251812854
فيلا,الرياض, حي المونسية ,شرقية,7,2,4,0.0,250.0,1,0,1,0,1,1,0,0,1,1,1850000.0,7400.0
فيلا,الرياض, حي المونسية ,غربية,5,2,5,0.0,300.0,1,1,1,0,1,1,0,0,1,1,2300000.0,7666.666666666667
فيلا,الرياض, حي الخليج ,غربية,4,2,3,0.0,480.0,0,0,1,1,0,1,0,0,1,0,1400000.0,2916.6666666666665
فيلا,الرياض, حي الرمال ,جنوبية,5,2,5,0.0,312.0,1,1,1,0,1,1,0,0,1,0,1800000.0,5769.2307692307695
فيلا,الرياض, حي الرمال ,جنوبية,5,1,2,0.0,400.0,0,0,0,0,0,0,0,0,0,0,1200000.0,3000.0
فيلا,الرياض, حي القادسية ,شرقية,0,0,0,0.0,252.0,0,0,0,0,0,0,0,0,0,0,1590000.0,6309.523809523809
فيلا,الرياض, الرياض ,شرقية,5,3,5,0.0,375.0,1,1,1,0,1,1,0,0,1,1,3650000.0,9733.333333333334
فيلا,الرياض, حي المونسية ,شمالية غربية,5,2,5,15.0,440.0,1,1,1,0,0,0,0,0,0,0,3250000.0,7386.363636363636
فيلا,الرياض, حي اليرموك ,شمالية,7,2,5,0.0,321.0,1,1,1,0,1,1,0,0,1,1,2250000.0,7009.345794392523
فيلا,الرياض, حي الشرق ,غربية,7,2,5,0.0,420.0,1,1,1,1,1,1,0,0,1,0,2200000.0,5238.0952380952385
فيلا,الرياض, حي المونسية ,شمالية,4,2,4,0.0,213.0,0,1,1,0,1,1,0,0,1,0,1350000.0,6338.028169014085
فيلا,الرياض, الرياض ,غربية,0,0,0,0.0,600.0,0,0,0,0,0,0,0,0,0,0,3100000.0,5166.666666666667
فيلا,الرياض, حي اشبيلية ,جنوبية,1,3,5,0.0,312.0,0,0,0,0,0,0,0,0,0,0,2000000.0,6410.25641025641
فيلا,الرياض, حي البيان ,شرقية,4,3,5,0.0,405.0,1,1,1,0,1,1,0,0,1,0,1600000.0,3950.617283950617
فيلا,الرياض, حي الشرق ,غربية,0,0,0,0.0,420.0,0,0,0,0,0,0,0,0,0,0,2200000.0,5238.0952380952385
فيلا,الرياض, حي البيان ,غربية,7,3,5,0.0,420.0,0,1,0,0,0,0,0,0,0,0,2200000.0,5238.0952380952385
فيلا,الرياض, حي الجنادرية ,غربية,7,3,5,0.0,312.0,0,0,1,0,0,0,0,0,1,0,1450000.0,4647.4358974358975
فيلا,الرياض, حي الحمراء ,شرقية,7,3,5,0.0,1237.0,1,1,1,1,1,1,0,0,1,0,6686880.0,5405.723524656427
فيلا,الرياض, الرياض ,شرقية,5,3,5,0.0,375.0,1,1,1,0,1,1,0,0,1,1,3650000.0,9733.333333333334
فيلا,الرياض, حي الجنادرية ,غربية,7,3,5,0.0,312.0,0,0,0,0,0,0,0,0,1,0,1450000.0,4647.4358974358975
فيلا,الرياض, حي الجنادرية ,شمالية,4,5,5,0.0,300.0,1,1,1,0,1,1,0,0,1,1,2350000.0,7833.333333333333
فيلا,الرياض, حي الاندلس ,شمالية,5,4,4,0.0,375.0,0,1,1,1,1,1,0,0,1,0,1900000.0,5066.666666666667
فيلا,الرياض, الرياض ,شمالية,4,2,3,0.0,268.0,1,0,0,0,0,0,0,0,0,0,1250000.0,4664.179104477612
فيلا,الرياض, حي الروابي ,جنوبية,7,3,5,0.0,780.0,1,1,1,1,1,1,0,0,1,0,4000000.0,5128.205128205128
فيلا,الرياض, حي اليرموك ,غربية,4,1,3,0.0,312.0,0,0,0,0,0,0,0,0,1,0,1100000.0,3525.641025641026
فيلا,الرياض, حي اليرموك ,جنوبية,4,2,4,0.0,200.0,1,1,1,0,1,1,0,0,1,0,1800000.0,9000.0
فيلا,الرياض, حي الرمال ,شمالية,4,2,5,0.0,320.0,1,0,1,1,0,1,0,0,1,0,1700000.0,5312.5
فيلا,الرياض, حي الرمال ,جنوبية,3,2,5,0.0,292.0,1,1,1,1,1,1,0,0,1,0,1175000.0,4023.972602739726
فيلا,الرياض, حي الصفا ,جنوبية غربية,5,2,4,0.0,400.0,0,1,0,0,1,1,0,0,1,0,1100000.0,2750.0
فيلا,الرياض, حي الشرق ,شمالية,0,0,0,0.0,281.0,0,0,0,0,0,0,0,0,0,0,1400000.0,4982.20640569395
فيلا,الرياض, حي الملك عبد العزيز ,شرقية,0,0,0,0.0,350.0,0,0,0,0,0,0,0,0,0,0,3000000.0,8571.42857142857
فيلا,الرياض, حي المونسية ,شمالية غربية,4,1,5,0.0,312.0,1,0,0,0,0,0,0,0,0,0,2100000.0,6730.7692307692305
فيلا,الرياض, حي الفيحاء ,شرقية,4,3,5,0.0,390.0,0,1,0,0,1,1,0,0,1,0,2200000.0,5641.025641025641
فيلا,الرياض, الرياض ,غربية,5,1,5,18.0,250.0,1,1,1,0,0,0,0,0,0,0,1450000.0,5800.0
فيلا,الرياض, حي المونسية ,غربية,6,2,4,0.0,300.0,1,0,0,0,1,1,0,0,1,0,2000000.0,6666.666666666667
فيلا,الرياض, حي المونسية ,جنوبية,7,7,5,0.0,562.0,1,1,1,0,0,1,0,0,1,0,3075000.0,5471.53024911032
فيلا,الرياض, حي اليرموك ,شرقية,0,0,0,0.0,300.0,0,0,0,0,0,0,0,0,0,0,2250000.0,7500.0
فيلا,الرياض, حي المونسية ,غربية,5,2,4,0.0,250.0,1,1,1,0,1,1,0,0,1,1,1900000.0,7600.0
فيلا,الرياض, الرياض ,جنوبية,5,2,5,15.0,300.0,1,1,1,0,1,0,0,0,1,0,1400000.0,4666.666666666667
فيلا,الرياض, حي النهضة ,شرقية,5,3,4,0.0,360.0,0,1,1,1,1,1,0,0,1,0,2000000.0,5555.555555555556
فيلا,الرياض, حي الازدهار ,جنوبية شرقية,7,5,5,0.0,720.0,1,1,1,1,1,1,0,1,1,0,3900000.0,5416.666666666667
فيلا,الرياض, الرياض ,جنوبية,0,0,0,0.0,320.0,0,0,0,0,0,0,0,0,0,0,1550000.0,4843.75
فيلا,الرياض, حي النسيم الغربي ,شرقية,4,1,3,0.0,450.0,0,0,0,0,0,1,0,0,1,0,1500000.0,3333.3333333333335
فيلا,الرياض, حي الاندلس ,شرقية,5,1,5,0.0,632.0,0,1,1,0,1,1,0,0,1,0,2400000.0,3797.46835443038
فيلا,الرياض, حي القدس ,جنوبية,5,2,5,0.0,435.0,0,1,1,0,1,1,0,0,1,0,2500000.0,5747.126436781609
